conversations
"[{'from': 'human', 'value': 'Correct this sentence: These arerthe quetMios n a debaWe aou the internWt'}, {'from': 'gpt', 'value': 'These are the questions in a debate about the internet'}]"
"[{'from': 'human', 'value': 'Correct this sentence: thiwk ti is really relaxing to nuplug said Basford'}, {'from': 'gpt', 'value': 'I think it is really relaxing to unplug said Basford'}]"
"[{'from': 'human', 'value': 'Correct this sentence: Also people do it beAcausea they fkel oatlgia for their childmhods'}, {'from': 'gpt', 'value': 'Also people do it because they feel nostalgia for their childhoods'}]"
"[{'from': 'human', 'value': 'Correct this sentence: So mUny people hgave said to me that they sued to do sacret ScoQouring in when their kidHs were in bed'}, {'from': 'gpt', 'value': 'So many people have said to me that they used to do secret colouring in when their kids were in bed'}]"
"[{'from': 'human', 'value': 'Correct this sentence: Now people dontPeel sillyg'}, {'from': 'gpt', 'value': 'Now people dont feel silly'}]"
"[{'from': 'human', 'value': 'Correct this sentence: These are btoks for adults'}, {'from': 'gpt', 'value': 'These are books for adults'}]"
"[{'from': 'human', 'value': 'Correct this sentence: Thne art in my ooks io sper intriCate'}, {'from': 'gpt', 'value': 'The art in my books is super intricate'}]"
"[{'from': 'human', 'value': 'Correct this sentence: Theillustrator who olives IinAberdeenshire is cfreating a thinrd book'}, {'from': 'gpt', 'value': 'The illustrator who lives in Aberdeenshire is creating a third book'}]"
"[{'from': 'human', 'value': 'Correct this sentence: The pictures re all over Twitter and Iqsagra'}, {'from': 'gpt', 'value': 'The pictures are all over Twitter and Instagram'}]"
"[{'from': 'human', 'value': 'Correct this sentence: People agre really proud of them  they are sz intricate she said'}, {'from': 'gpt', 'value': 'People are really proud of them  they are so intricate she said'}]"
"[{'from': 'human', 'value': 'Correct this sentence: People send us pctures of theX said McLaughlin'}, {'from': 'gpt', 'value': 'People send us pictures of them said McLaughlin'}]"
"[{'from': 'human', 'value': 'Correct this sentence: He aws a normal millionaire'}, {'from': 'gpt', 'value': 'He was a normal millionaire'}]"
"[{'from': 'human', 'value': 'Correct this sentence: He hJd a gold and silvga solex watch yandolts of exepnsive cars'}, {'from': 'gpt', 'value': 'He had a gold and silver Rolex watch and lots of expensive cars'}]"
"[{'from': 'human', 'value': 'Correct this sentence: He liked to guy modern art'}, {'from': 'gpt', 'value': 'He liked to buy modern art'}]"
"[{'from': 'human', 'value': 'Correct this sentence: This Chinese businessman ha manycoCmpanies and a large vila in Madrid'}, {'from': 'gpt', 'value': 'This Chinese businessman had many companies and a large villa in Madrid'}]"
"[{'from': 'human', 'value': 'Correct this sentence: But hCe had almoXt no money in the bank'}, {'from': 'gpt', 'value': 'But he had almost no money in the bank'}]"
"[{'from': 'human', 'value': 'Correct this sentence: ThiJ interestjed theSapnih auGtoyties'}, {'from': 'gpt', 'value': 'This interested the Spanish authorities'}]"
"[{'from': 'human', 'value': 'Correct this sentence: Gao Uing solD goods to 4000 Chinese marets incSpain'}, {'from': 'gpt', 'value': 'Gao Ping sold goods to 4000 Chinese markets in Spain'}]"
"[{'from': 'human', 'value': 'Correct this sentence: When polic wnet to his arehousesmin 2012 theyD found lots of cash 100 200 ant 500 notes'}, {'from': 'gpt', 'value': 'When police went to his warehouses in 2012 they found lots of cash 100 200 and 500 notes'}]"
"[{'from': 'human', 'value': 'Correct this sentence: Police tDLok away around 12mgjthe most cahs ever found by Spanish plice'}, {'from': 'gpt', 'value': 'Police took away around 12m the most cash ever found by Spanish police'}]"
"[{'from': 'human', 'value': 'Correct this sentence: PolicMe have been worrie aboutN500 Dotes for a lon time'}, {'from': 'gpt', 'value': 'Police have been worried about 500 notes for a long time'}]"
"[{'from': 'human', 'value': 'Correct this sentence: Small and easy to transport they are he favWurice banknotes o criminas'}, {'from': 'gpt', 'value': 'Small and easy to transport they are the favourite banknotes of criminals'}]"
"[{'from': 'human', 'value': 'Correct this sentence: The sum f 1m inc 500 notes fits easilty into a ismall laptop bag'}, {'from': 'gpt', 'value': 'The sum of 1m in 500 notes fits easily into a small laptop bag'}]"
"[{'from': 'human', 'value': 'Correct this sentence: The samegamuontin50 notes would need a Wmall sutcase'}, {'from': 'gpt', 'value': 'The same amount in 50 notes would need a small suitcase'}]"
"[{'from': 'human', 'value': 'Correct this sentence: TheUK stopped using the 500 notqX in 20c because they wMreuxsed almost enAireyl by riminals'}, {'from': 'gpt', 'value': 'The UK stopped using the 500 note in 2010 because they were used almost entirely by criminals'}]"
"[{'from': 'human', 'value': 'Correct this sentence: In 200 Italys cOentral bank said that yDfia money launderers and trrorist susnedVthe notes'}, {'from': 'gpt', 'value': 'In 2009 Italys central bank said that mafia money launderers and terrorists used the notes'}]"
"[{'from': 'human', 'value': 'Correct this sentence: Canada got ri dof its 1000 noteRin0200 because tshe police advised tLim v'}, {'from': 'gpt', 'value': 'Canada got rid of its 1000 note in 2000 because the police advised them to'}]"
"[{'from': 'human', 'value': 'Correct this sentence: Sand said it zas time to get rid of highvaluRn Motesdthaz tmake life easier for abd guys'}, {'from': 'gpt', 'value': 'Sands said it was time to get rid of highvalue notes that make life easier for bad guys'}]"
"[{'from': 'human', 'value': 'Correct this sentence: In Germany and uAstria pePpleUstill pay with pcpr mney and coins more tXan half tRhe time'}, {'from': 'gpt', 'value': 'In Germany and Austria people still pay with paper money and coins more than half the time'}]"
"[{'from': 'human', 'value': 'Correct this sentence: Europol would lie central banks to take more responsibility lor what happens with 500 noLes'}, {'from': 'gpt', 'value': 'Europol would like central banks to take more responsibility for what happens with 500 notes'}]"
"[{'from': 'human', 'value': 'Correct this sentence: A small culutral centre in hteO capiatl city Havana has quddxnly becomea rare source ofO free iwfIi'}, {'from': 'gpt', 'value': 'A small cultural centre in the capital city Havana has suddenly become a rare source of free wifi'}]"
"[{'from': 'human', 'value': 'Correct this sentence: TheI internationally konwen Cbuan artbst Kcho is providing thNe servicze'}, {'from': 'gpt', 'value': 'The internationally known Cuban artist Kcho is providing the service'}]"
"[{'from': 'human', 'value': 'Correct this sentence: Perhaps more surprisingly thr statieoxwnedp telceommunicatins company Etecsa is allowig the service'}, {'from': 'gpt', 'value': 'Perhaps more surprisingly the stateowned telecommunications company Etecsa is allowing the service'}]"
"[{'from': 'human', 'value': 'Correct this sentence: Pegple say the service is very slow especialle when the centre gets crowded'}, {'from': 'gpt', 'value': 'People say the service is very slow especially when the centre gets crowded'}]"
"[{'from': 'human', 'value': 'Correct this sentence: u come as often as I can said Adonis Ortji 20'}, {'from': 'gpt', 'value': 'I come as often as I can said Adonis Ortiz 20'}]"
"[{'from': 'human', 'value': 'Correct this sentence: He is videocUhatting with his father who lives in the US and whdm he has nkot seen in nkne yeards'}, {'from': 'gpt', 'value': 'He is videochatting with his father who lives in the US and whom he has not seen in nine years'}]"
"[{'from': 'human', 'value': 'Correct this sentence: The artist said he wated to encourXge Cubans to become familiar with the internet'}, {'from': 'gpt', 'value': 'The artist said he wanted to encourage Cubans to become familiar with the internet'}]"
"[{'from': 'human', 'value': 'Correct this sentence: Is only possibldeif yGu red etermined annd if yUou pay for it Khco toYld thA ssociated PrDess'}, {'from': 'gpt', 'value': 'Its only possible if you are determined and if you pay for it Kcho told the Associated Press'}]"
"[{'from': 'human', 'value': 'Correct this sentence: It is exesive hut the beneJfit is otremendouKf'}, {'from': 'gpt', 'value': 'It is expensive but the benefit is tremendous'}]"
"[{'from': 'human', 'value': 'Correct this sentence: I hav somethigY that is greay an dpserfui'}, {'from': 'gpt', 'value': 'I have something that is great and powerful'}]"
"[{'from': 'human', 'value': 'Correct this sentence: I can share it and Iq am Tdoing so'}, {'from': 'gpt', 'value': 'I can share it and I am doing so'}]"
"[{'from': 'human', 'value': 'Correct this sentence: KchosFreal nameis Alsxis Lieva Mahado'}, {'from': 'gpt', 'value': 'Kchos real name is Alexis Leiva Machado'}]"
"[{'from': 'human', 'value': 'Correct this sentence: They use lapDops and tablets or areglued totheir smartphones'}, {'from': 'gpt', 'value': 'They use laptops and tablets or are glued to their smartphones'}]"
"[{'from': 'human', 'value': 'Correct this sentence: KLcho pays 900 a month to providxe the frene wifi'}, {'from': 'gpt', 'value': 'Kcho pays 900 a month to provide the free wifi'}]"
"[{'from': 'human', 'value': 'Correct this sentence: Since 2013 ubana uthorities have opened hundeds of intHrnet saons where an hour online costs 4'}, {'from': 'gpt', 'value': 'Since 2013 Cuban authorities have opened hundreds of internet salons where an hour online costs 4'}]"
"[{'from': 'human', 'value': 'Correct this sentence: Af 2014 repot says that average iKternet connectiity Vpeeds are agout 10'}, {'from': 'gpt', 'value': 'A 2014 report says that average internet connectivity speeds are about 10'}]"
"[{'from': 'human', 'value': 'Correct this sentence: SouthKorea hast hef astest speeds in the world  23'}, {'from': 'gpt', 'value': 'South Korea has the fastest speeds in the world  23'}]"
"[{'from': 'human', 'value': 'Correct this sentence: TheJ avecage speed in the wormld is about 3'}, {'from': 'gpt', 'value': 'The average speed in the world is about 3'}]"
"[{'from': 'human', 'value': 'Correct this sentence: Lots of people usually useKchos ifi a tthe sdme time so the signal strengtq iQ usually not strogn'}, {'from': 'gpt', 'value': 'Lots of people usually use Kchos wifi at the same time so the signal strength is usually not strong'}]"
"[{'from': 'human', 'value': 'Correct this sentence: Until theend David Bowie who has died o fcancer sill surprisKed us'}, {'from': 'gpt', 'value': 'Until the end David Bowie who has died of cancer still surprised us'}]"
"[{'from': 'human', 'value': 'Correct this sentence: His lates album Blackstard appeaBxd on his 69th birthday on 8 January 2016'}, {'from': 'gpt', 'value': 'His latest album Blackstar appeared on his 69th birthday on 8 January 2016'}]"
"[{'from': 'human', 'value': 'Correct this sentence: It showed thta he hadnts topped making hcallenging disturbing musiCc'}, {'from': 'gpt', 'value': 'It showed that he hadnt stopped making challenging disturbing music'}]"
"[{'from': 'human', 'value': 'Correct this sentence: Thrsughout the 1970s Bowie was a trailblazer of musical trends andS pop fshNon'}, {'from': 'gpt', 'value': 'Throughout the 1970s Bowie was a trailblazer of musical trends and pop fashion'}]"
"[{'from': 'human', 'value': 'Correct this sentence: He became  singZersongwriter a pioneer of UlXarmock tahen became involved ine plastiCc soul'}, {'from': 'gpt', 'value': 'He became a singersongwriter a pioneer of glamrock then became involved in plastic soul'}]"
"[{'from': 'human', 'value': 'Correct this sentence: HeS then moved Hto Berlic to create innovaxtive electroic music'}, {'from': 'gpt', 'value': 'He then moved to Berlin to create innovative electronic music'}]"
"[{'from': 'human', 'value': 'Correct this sentence: wie nas born DaviNd RobPertdJoes in south London'}, {'from': 'gpt', 'value': 'Bowie was born David Robert Jones in south London'}]"
"[{'from': 'human', 'value': 'Correct this sentence: At l15 David formed hi xfirst band the Konradsbut iytY was soon clMar that David Oshould go solo'}, {'from': 'gpt', 'value': 'At 15 David formed his first band the Konrads but it was soon clear that David should go solo'}]"
"[{'from': 'human', 'value': 'Correct this sentence: DaEvid tooB the name Bowie so epople wodlnt conuse him with kDavy Jones of th eMonkeeJs'}, {'from': 'gpt', 'value': 'David took the name Bowie so people wouldnt confuse him with Davy Jones of the Monkees'}]"
"[{'from': 'human', 'value': 'Correct this sentence: Bowies firwst album Yreleasedi L June 1q967 wsa titled simply Dvaid Bowie'}, {'from': 'gpt', 'value': 'Bowies first album released in June 1967 was titled simply David Bowie'}]"
"[{'from': 'human', 'value': 'Correct this sentence: In umSly 1969r Bowie released Space Oddity the song that wjould give him hisMfirst big success'}, {'from': 'gpt', 'value': 'In July 1969 Bowie released Space Oddity the song that would give him his first big success'}]"
"[{'from': 'human', 'value': 'Correct this sentence: TimeId ton coincide with the Apollo 11 mbyon landing it was a topfive fxK ht'}, {'from': 'gpt', 'value': 'Timed to coincide with the Apollo 11 moon landing it was a top five UK hit'}]"
"[{'from': 'human', 'value': 'Correct this sentence: Te Man MWh oSold the World was releasedFin the US in late 1970 and in theK trhe followiLng eyar'}, {'from': 'gpt', 'value': 'The Man Who Sold the World was released in the US in late 1970 and in the UK the following year'}]"
"[{'from': 'human', 'value': 'Correct this sentence: With its daring songwEiting and hardrock sound it was theS first album to really sho whis talents'}, {'from': 'gpt', 'value': 'With its daring songwriting and hardrock sound it was the first album to really show his talents'}]"
